symbol,timestamp,change_pct,range_pct,body_pct,upper_wick_pct,lower_wick_pct,volume_ratio_24h,volatility_24h,volatility_7d,change_4h,change_24h,change_7d,change_1d,change_3d,trend_up,hour_of_day,day_of_week,funding_rate,funding_trend,oi_change_pct,ls_ratio,taker_ratio,next_direction
ETHUSDT,2026-09-22 14:00:00+00:00,-0.4318,0.5522,78.2009,6.5660,15.2331,0.5330,0.4624,0.4830,0.1924,2.3979,11.0400,4.3861,5.5365,1,14,1,0.0077400100,1.0000000000,0.1440,1.220000,0.6376,0
BTCUSDT,2026-09-22 14:00:00+00:00,-0.2210,0.5081,43.5021,27.8386,28.6594,0.4760,0.6295,0.4493,0.0792,4.0620,10.5508,5.3259,5.5486,1,14,1,0.0100000000,0E-10,0.0559,1.010000,0.6679,1
ETHUSDT,2026-09-22 16:00:00+00:00,0.0664,0.7923,8.3755,23.7920,67.8325,1.1350,0.4738,0.4833,0.0686,2.0108,10.6082,1.059,4.3583,1,16,1,0.0057086300,-1.0000000000,-0.9529,1.220000,0.4127,1
BTCUSDT,2026-09-22 16:00:00+00:00,0.0060,0.6075,0.9910,32.8759,66.1330,0.7320,0.6342,0.4483,0.2685,3.7329,10.3298,0.9196,5.3229,1,16,1,0.0054409900,-1.0000000000,0.4987,0.950000,0.5920,1
ETHUSDT,2026-09-22 17:00:00+00:00,0.2867,0.6096,47.0412,39.4501,13.5087,0.9250,0.4018,0.4813,0.1339,0.7892,10.6746,1.059,4.3583,1,17,1,0.0057086300,-1.0000000000,0.2380,1.200000,0.3084,0
BTCUSDT,2026-09-22 17:00:00+00:00,0.1881,0.4814,39.0813,19.8413,41.0774,0.7280,0.4116,0.4465,0.1711,1.2689,10.3358,0.9196,5.3229,1,17,1,0.0054409900,-1.0000000000,0.2257,0.940000,0.2778,0
ETHUSDT,2026-09-22 18:00:00+00:00,-0.0207,0.3233,6.4045,33.8202,59.7753,0.2380,0.3622,0.4797,0.0011,0.1631,10.9613,1.059,4.3583,1,18,1,0.0057086300,-1.0000000000,0.2910,1.190000,0.3773,1
BTCUSDT,2026-09-22 18:00:00+00:00,-0.0075,0.2444,3.0733,36.6903,60.2364,0.2720,0.3528,0.4447,0.3472,0.3725,10.5239,0.9196,5.3229,1,18,1,0.0054409900,-1.0000000000,0.8070,0.940000,0.6403,0
BTCUSDT,2026-09-22 19:00:00+00:00,-0.0952,0.3671,25.9458,38.6822,35.3720,0.5290,0.3481,0.4430,-0.0344,0.6269,10.5164,0.9196,5.3229,1,19,1,0.0054409900,-1.0000000000,0.4279,0.940000,0.3746,0
ETHUSDT,2026-09-22 19:00:00+00:00,0.0505,0.5227,9.6662,69.3324,21.0014,0.8120,0.3601,0.4778,-0.0994,0.3292,10.9406,1.059,4.3583,1,19,1,0.0057086300,-1.0000000000,-0.0977,1.180000,0.4643,0
ETHUSDT,2026-09-22 20:00:00+00:00,0.0105,0.4083,2.5824,61.1754,36.2422,0.5780,0.3535,0.4759,0.3829,0.0334,10.9911,1.059,4.3583,1,20,1,0.0057086300,-1.0000000000,0.1196,1.160000,0.4620,0
BTCUSDT,2026-09-22 20:00:00+00:00,0.0905,0.2980,30.3857,42.3841,27.2302,0.4710,0.3327,0.4415,0.0914,0.0052,10.4212,0.9196,5.3229,1,20,1,0.0054409900,-1.0000000000,-0.4491,0.940000,0.5462,1
ETHUSDT,2026-09-22 21:00:00+00:00,-0.0502,0.2861,17.5349,36.9759,45.4892,0.3420,0.3531,0.4740,0.3270,-0.0306,11.0016,1.059,4.3583,1,21,1,0.0057086300,-1.0000000000,0.0037,1.160000,0.3734,1
BTCUSDT,2026-09-22 21:00:00+00:00,0.0409,0.1854,22.0763,26.2039,51.7198,0.3480,0.3145,0.4397,0.1759,-0.4361,10.5117,0.9196,5.3229,1,21,1,0.0054409900,-1.0000000000,-0.2464,0.930000,0.4572,0
ETHUSDT,2026-09-22 22:00:00+00:00,0.2130,0.8863,24.0345,30.9367,45.0288,0.8960,0.3530,0.4723,-0.0099,-0.0069,10.9514,1.059,4.3583,1,22,1,0.0057086300,-1.0000000000,0.0787,1.140000,0.3751,1
BTCUSDT,2026-09-22 22:00:00+00:00,-0.0837,0.3749,22.3220,32.1672,45.5108,0.9290,0.3124,0.4380,0.0287,-0.1972,10.5526,0.9196,5.3229,1,22,1,0.0054409900,-1.0000000000,0.1703,0.930000,0.6144,1
BTCUSDT,2026-09-22 23:00:00+00:00,0.0992,0.4974,19.9440,72.5596,7.4965,1.1030,0.3126,0.4365,-0.0475,-0.2133,10.4689,0.9196,5.3229,1,23,1,0.0054409900,-1.0000000000,-0.3867,0.940000,0.4269,1
ETHUSDT,2026-09-22 23:00:00+00:00,0.0236,1.0294,2.2944,83.4804,14.2252,1.4860,0.3443,0.4705,0.2238,0.6241,11.1644,1.059,4.3583,1,23,1,0.0057086300,-1.0000000000,0.5726,1.170000,0.2411,0
ETHUSDT,2026-09-23 00:00:00+00:00,-0.0367,0.1544,23.7647,7.5294,68.7059,0.0380,0.3269,0.4687,0.1969,0.1035,11.1880,1.059,4.3583,1,0,2,0.0081732300,1.0000000000,-0.9690,1.170000,0.5024,1
BTCUSDT,2026-09-23 00:00:00+00:00,0.0107,0.0829,12.8852,3.9216,83.1933,0.0340,0.3102,0.4348,0.1469,-0.3199,10.5681,0.9196,5.3229,1,0,2,0.0021300300,-1.0000000000,-0.0350,0.940000,0.8146,1
ETHUSDT,2026-09-23 03:00:00+00:00,0.4292,0.9728,44.1176,40.4319,15.4505,1.5730,0.3267,0.4670,0.1497,0.1274,11.1513,1.059,4.3583,1,3,2,0.0081732300,1.0000000000,0.4094,1.120000,0.6637,1
BTCUSDT,2026-09-23 03:00:00+00:00,0.1714,0.6256,27.4021,49.4642,23.1338,1.0840,0.3099,0.4331,0.0671,-0.2253,10.5788,0.9196,5.3229,1,3,2,0.0021300300,-1.0000000000,0.1834,0.940000,0.6862,1
ETHUSDT,2026-09-23 04:00:00+00:00,0.1911,0.7790,24.5370,44.6759,30.7870,1.4990,0.3209,0.4662,0.6291,0.0317,11.5805,1.059,4.3583,1,4,2,0.0081732300,1.0000000000,0.8295,1.120000,0.4298,0
BTCUSDT,2026-09-23 04:00:00+00:00,0.5340,0.7559,70.6457,18.2873,11.0670,2.1000,0.3035,0.4315,0.1976,-0.3991,10.7502,0.9196,5.3229,1,4,2,0.0021300300,-1.0000000000,0.2717,0.940000,0.5384,0
ETHUSDT,2026-09-23 05:00:00+00:00,-0.5090,0.5374,94.7086,5.2914,0.0000,0.7180,0.3001,0.4644,0.6072,0.7891,11.7716,1.059,4.3583,1,5,2,0.0081732300,1.0000000000,1.6371,1.130000,0.2311,0
BTCUSDT,2026-09-23 05:00:00+00:00,-0.5016,0.5018,99.9543,0.0229,0.0229,0.7660,0.3069,0.4316,0.8153,0.6111,11.2842,0.9196,5.3229,1,5,2,0.0021300300,-1.0000000000,-0.0286,0.930000,0.5007,0
BTCUSDT,2026-09-23 06:00:00+00:00,-0.0278,0.2865,9.6891,49.6568,40.6540,0.8510,0.3229,0.4330,0.2145,0.2582,10.7826,0.9196,5.3229,1,6,2,0.0021300300,-1.0000000000,-0.2494,0.960000,0.4661,0
ETHUSDT,2026-09-23 06:00:00+00:00,-0.1197,0.3755,31.8841,43.4783,24.6377,0.9770,0.3097,0.4656,0.0746,-0.1004,11.2626,1.059,4.3583,1,6,2,0.0081732300,1.0000000000,-1.0866,1.210000,0.4860,0
ETHUSDT,2026-09-23 07:00:00+00:00,-0.4598,0.7446,61.7561,0.0000,38.2439,1.4480,0.3091,0.4642,-0.0084,-0.3522,11.1429,1.059,4.3583,1,7,2,0.0081732300,1.0000000000,0.4340,1.210000,0.6647,1
BTCUSDT,2026-09-23 07:00:00+00:00,-0.3845,0.5700,67.4447,1.0148,31.5405,1.5760,0.3229,0.4315,0.1760,0.1810,10.7548,0.9196,5.3229,1,7,2,0.0021300300,-1.0000000000,0.3693,0.950000,0.6197,1
BTCUSDT,2026-09-23 08:00:00+00:00,0.0878,0.1332,65.9111,34.0889,0.0000,0.0930,0.3255,0.4317,-0.3799,0.1241,10.3703,0.9196,5.3229,1,8,2,0.0036244000,1.0000000000,-0.5045,0.950000,0.3342,0
ETHUSDT,2026-09-23 08:00:00+00:00,0.0959,0.1765,54.3388,45.6612,0.0000,0.1220,0.3193,0.4648,-0.8974,-0.5937,10.6831,1.059,4.3583,1,8,2,0.0053608700,-1.0000000000,-0.2177,1.230000,0.5721,0
BTCUSDT,2026-09-23 09:00:00+00:00,-0.0020,0.0469,4.2184,64.2680,31.5136,0.0280,0.3252,0.4301,-0.8261,0.1002,10.4581,0.9196,5.3229,1,9,2,0.0036244000,1.0000000000,0.1335,0.950000,0.6758,0
ETHUSDT,2026-09-23 09:00:00+00:00,0.0311,0.0753,41.2621,58.2524,0.4854,0.0350,0.3143,0.4631,-0.9926,-0.1830,10.7790,1.059,4.3583,1,9,2,0.0053608700,-1.0000000000,0.5363,1.230000,0.6855,0
BTCUSDT,2026-09-23 10:00:00+00:00,0.0460,0.1001,45.9837,42.7241,11.2922,0.0360,0.3217,0.4286,-0.3265,0.3253,10.4561,0.9196,5.3229,1,10,2,0.0036244000,1.0000000000,0.3847,0.960000,0.4563,1
ETHUSDT,2026-09-23 10:00:00+00:00,0.0618,0.1398,44.2408,40.8377,14.9215,0.0430,0.3117,0.4614,-0.4525,0.0511,10.8101,1.059,4.3583,1,10,2,0.0053608700,-1.0000000000,0.8681,1.260000,0.6343,1
ETHUSDT,2026-09-23 11:00:00+00:00,0.0548,0.0811,67.5676,2.2523,30.1802,0.0480,0.3106,0.4597,-0.2710,0.2481,10.8719,1.059,4.3583,1,11,2,0.0053608700,-1.0000000000,1.0382,1.260000,0.5915,0
BTCUSDT,2026-09-23 11:00:00+00:00,0.0381,0.0643,59.2391,26.9928,13.7681,0.0460,0.3216,0.4270,-0.2527,0.3977,10.5021,0.9196,5.3229,1,11,2,0.0036244000,1.0000000000,0.3509,0.980000,0.6568,0
BTCUSDT,2026-09-23 12:00:00+00:00,-0.0091,0.0446,20.4188,79.3194,0.2618,0.0360,0.2520,0.4255,0.1699,-0.5408,10.5402,0.9196,5.3229,1,12,2,0.0036244000,1.0000000000,0.4065,1.000000,0.5262,0
ETHUSDT,2026-09-23 12:00:00+00:00,0.0066,0.1038,6.3604,83.7456,9.8940,0.0690,0.2627,0.4580,0.2436,-0.5054,10.9267,1.059,4.3583,1,12,2,0.0053608700,-1.0000000000,-0.4258,1.310000,0.5837,0
BTCUSDT,2026-09-23 13:00:00+00:00,-0.0369,0.0827,44.5545,19.2362,36.2093,0.0190,0.2204,0.4240,0.0730,0.0595,10.5311,0.9196,5.3229,1,13,2,0.0036244000,1.0000000000,-0.0621,1.030000,0.6869,1
ETHUSDT,2026-09-23 13:00:00+00:00,-0.0489,0.1114,43.8944,27.3927,28.7129,0.0140,0.2350,0.4564,0.1543,0.0857,10.9333,1.059,4.3583,1,13,2,0.0053608700,-1.0000000000,-0.0019,1.360000,0.7051,1
ETHUSDT,2026-09-23 14:00:00+00:00,0.2475,0.3079,80.3828,4.9043,14.7129,0.1350,0.2262,0.4549,0.0743,0.3448,10.8844,1.059,4.3583,1,14,2,0.0053608700,-1.0000000000,0.3079,1.420000,0.6676,0
BTCUSDT,2026-09-23 14:00:00+00:00,0.1655,0.1890,87.5386,0.0000,12.4614,0.1800,0.2032,0.4226,0.0381,0.4329,10.4942,0.9196,5.3229,1,14,2,0.0036244000,1.0000000000,0.5033,1.080000,0.6447,0
ETHUSDT,2026-09-23 15:00:00+00:00,0.1518,0.3136,48.3909,17.7592,33.8498,0.1620,0.2309,0.4535,0.2600,0.5912,11.1319,1.059,4.3583,1,15,2,0.0053608700,-1.0000000000,-3.3073,1.390000,0.5452,0
BTCUSDT,2026-09-23 15:00:00+00:00,0.0381,0.1548,24.6177,7.7982,67.5841,0.1600,0.2046,0.4211,0.1576,0.4950,10.6597,0.9196,5.3229,1,15,2,0.0036244000,1.0000000000,-1.9442,1.080000,0.5396,0
BTCUSDT,2026-09-23 16:00:00+00:00,-0.2681,0.3703,72.4027,21.3252,6.2721,0.4560,0.2046,0.4196,0.1576,0.5211,10.6978,0.6607,6.9968,1,16,2,0.0094723900,1.0000000000,-1.7224,1.110000,0.2328,1
ETHUSDT,2026-09-23 16:00:00+00:00,-0.3232,0.4087,79.0783,9.2166,11.7051,0.4560,0.2177,0.4519,0.3570,0.3235,11.2837,-0.1165,5.3686,1,16,2,0.0043869300,-1.0000000000,-2.5396,1.410000,0.5065,1
BTCUSDT,2026-09-23 17:00:00+00:00,0.1095,0.1469,74.5543,0.0810,25.3647,0.1160,0.1987,0.4191,-0.1014,-0.1211,10.4297,0.6607,6.9968,1,17,2,0.0094723900,1.0000000000,-1.4602,1.120000,0.6925,1
ETHUSDT,2026-09-23 17:00:00+00:00,0.1177,0.1436,81.9372,0.0000,18.0628,0.0510,0.2272,0.4516,0.0272,-0.0795,10.9605,-0.1165,5.3686,1,17,2,0.0043869300,-1.0000000000,0.4119,1.430000,0.5993,1
BTCUSDT,2026-09-23 18:00:00+00:00,-0.0456,0.0712,64.0000,36.0000,0.0000,0.0690,0.1947,0.4177,0.0450,0.2094,10.5392,0.6607,6.9968,1,18,2,0.0094723900,1.0000000000,-0.3396,1.130000,0.4809,1
ETHUSDT,2026-09-23 18:00:00+00:00,-0.0240,0.0750,32.0000,34.5000,33.5000,0.0280,0.2099,0.4500,0.1938,0.4700,11.0782,-0.1165,5.3686,1,18,2,0.0043869300,-1.0000000000,0.5421,1.440000,0.5279,1
ETHUSDT,2026-09-23 19:00:00+00:00,0.1106,0.1151,96.0912,0.0000,3.9088,0.0260,0.2099,0.4485,-0.0777,0.3796,11.0542,-0.1165,5.3686,1,19,2,0.0043869300,-1.0000000000,-0.3244,1.460000,0.5867,1
BTCUSDT,2026-09-23 19:00:00+00:00,0.0683,0.0801,85.3333,0.0000,14.6667,0.0290,0.1950,0.4163,-0.1661,0.1578,10.4936,0.6607,6.9968,1,19,2,0.0094723900,1.0000000000,-0.5789,1.140000,0.4576,1
ETHUSDT,2026-09-23 20:00:00+00:00,-0.1348,0.1782,75.6813,24.3187,0.0000,0.0450,0.2033,0.4470,-0.1189,0.2035,11.1648,-0.1165,5.3686,1,20,2,0.0043869300,-1.0000000000,0.3766,1.430000,0.4267,0
BTCUSDT,2026-09-23 20:00:00+00:00,-0.0674,0.1366,49.3068,50.6932,0.0000,0.0790,0.1918,0.4149,-0.1359,0.0380,10.5619,0.6607,6.9968,1,20,2,0.0094723900,1.0000000000,0.1202,1.140000,0.3658,0
BTCUSDT,2026-09-23 21:00:00+00:00,0.0000,0.0118,0.0000,0.0000,100.0000,0.0220,0.1923,0.4136,0.0648,-0.0219,10.4945,0.6607,6.9968,1,21,2,0.0094723900,1.0000000000,-0.8251,1.140000,0.1989,1
ETHUSDT,2026-09-23 21:00:00+00:00,-0.0109,0.0416,26.1261,10.8108,63.0631,0.0150,0.2052,0.4458,0.0695,0.0894,11.0300,-0.1165,5.3686,1,21,2,0.0043869300,-1.0000000000,-0.2007,1.430000,0.2926,1
ETHUSDT,2026-09-23 22:00:00+00:00,0.0314,0.0781,40.1914,5.2632,54.5455,0.0490,0.2050,0.4443,-0.0591,0.0280,11.0191,-0.1165,5.3686,1,22,2,0.0043869300,-1.0000000000,-0.0356,1.450000,0.5248,1
BTCUSDT,2026-09-23 22:00:00+00:00,0.0179,0.0516,34.7126,0.0000,65.2874,0.0480,0.1913,0.4123,-0.0447,0.0733,10.4945,0.6607,6.9968,1,22,2,0.0094723900,1.0000000000,0.0713,1.160000,0.6963,1
BTCUSDT,2026-09-23 23:00:00+00:00,-0.0844,0.0845,99.8599,0.1401,0.0000,0.0410,0.1904,0.4109,0.0188,0.0007,10.5124,0.6607,6.9968,1,23,2,0.0094723900,1.0000000000,0.0472,1.160000,0.7982,0
ETHUSDT,2026-09-23 23:00:00+00:00,-0.1130,0.1134,99.6721,0.3279,0.0000,0.0440,0.2051,0.4428,-0.0037,0.0489,11.0505,-0.1165,5.3686,1,23,2,0.0043869300,-1.0000000000,0.1399,1.440000,0.3824,0
BTCUSDT,2026-09-24 00:00:00+00:00,0.0538,0.0894,60.2122,34.6154,5.1724,0.0560,0.1910,0.4097,-0.1339,-0.1246,10.4280,0.6607,6.9968,1,0,3,0.0004951000,-1.0000000000,-0.2566,1.160000,0.5610,0
ETHUSDT,2026-09-24 00:00:00+00:00,0.0566,0.0954,59.3750,35.9375,4.6875,0.0350,0.2061,0.4416,-0.2273,-0.0139,10.9375,-0.1165,5.3686,1,0,3,0.0030020100,-1.0000000000,0.2491,1.400000,0.5175,1
BTCUSDT,2026-09-24 01:00:00+00:00,0.1011,0.1088,92.9117,0.0000,7.0883,0.0290,0.1906,0.4084,-0.0127,0.0129,10.4818,0.6607,6.9968,1,1,3,0.0004951000,-1.0000000000,-0.1547,1.150000,0.5690,0
ETHUSDT,2026-09-24 01:00:00+00:00,0.1391,0.1607,86.5429,0.2320,13.2251,0.0620,0.2017,0.4401,-0.0359,-0.1703,10.9941,-0.1165,5.3686,1,1,3,0.0030020100,-1.0000000000,-0.5143,1.330000,0.5243,0
BTCUSDT,2026-09-24 02:00:00+00:00,-0.1136,0.1549,73.3487,9.5238,17.1275,0.3190,0.1906,0.4070,0.0884,0.0148,10.5829,0.6607,6.9968,1,2,3,0.0004951000,-1.0000000000,0.1749,1.160000,0.2699,1
ETHUSDT,2026-09-24 02:00:00+00:00,-0.0957,0.2468,38.7879,10.3030,50.9091,0.2860,0.2037,0.4387,0.1141,-0.0548,11.1332,-0.1165,5.3686,1,2,3,0.0030020100,-1.0000000000,-0.4165,1.320000,0.4715,1
BTCUSDT,2026-09-24 03:00:00+00:00,0.0502,0.0536,93.5841,0.2212,6.1947,0.1070,0.1920,0.4059,-0.0431,-0.1095,10.4693,0.6607,6.9968,1,3,3,0.0004951000,-1.0000000000,0.5062,1.160000,0.7061,0
ETHUSDT,2026-09-24 03:00:00+00:00,0.0779,0.0816,95.4338,0.0000,4.5662,0.0390,0.2045,0.4375,-0.0130,-0.1138,11.0375,-0.1165,5.3686,1,3,3,0.0030020100,-1.0000000000,0.8719,1.320000,0.3917,0
BTCUSDT,2026-09-24 04:00:00+00:00,-0.0159,0.0787,20.1515,32.1212,47.7273,0.0750,0.1888,0.4046,0.0915,-0.2307,10.5195,0.6607,6.9968,1,4,3,0.0004951000,-1.0000000000,-0.0628,1.180000,0.4985,1
ETHUSDT,2026-09-24 04:00:00+00:00,-0.0295,0.0755,39.1089,30.1980,30.6931,0.0760,0.1845,0.4360,0.1779,-0.4651,11.1154,-0.1165,5.3686,1,4,3,0.0030020100,-1.0000000000,0.1070,1.310000,0.5527,1
BTCUSDT,2026-09-24 05:00:00+00:00,0.0655,0.0806,81.2408,18.6115,0.1477,0.1030,0.1511,0.4034,0.0218,-0.7806,10.5036,0.6607,6.9968,1,5,3,0.0004951000,-1.0000000000,1.1059,1.200000,0.8210,0
ETHUSDT,2026-09-24 05:00:00+00:00,0.0996,0.1003,99.2565,0.3717,0.3717,0.0750,0.1792,0.4347,0.0918,-0.6857,11.0859,-0.1165,5.3686,1,5,3,0.0030020100,-1.0000000000,0.1911,1.300000,0.4242,0
ETHUSDT,2026-09-24 06:00:00+00:00,0.0313,0.0944,33.2016,42.2925,24.5059,0.2460,0.1501,0.4333,0.0523,-0.0771,11.1855,-0.1165,5.3686,1,6,3,0.0030020100,-1.0000000000,-0.4977,1.310000,0.5173,1
BTCUSDT,2026-09-24 06:00:00+00:00,0.0004,0.0832,0.4298,68.3381,31.2321,0.1420,0.1162,0.4021,-0.0138,-0.2135,10.5691,0.6607,6.9968,1,6,3,0.0004951000,-1.0000000000,-0.9188,1.210000,0.3087,1
ETHUSDT,2026-09-24 07:00:00+00:00,-0.0488,0.0525,92.9078,0.0000,7.0922,0.2530,0.1483,0.4319,0.1793,0.0739,11.2168,-0.1165,5.3686,1,7,3,0.0030020100,-1.0000000000,0.3703,1.290000,0.7286,1
BTCUSDT,2026-09-24 07:00:00+00:00,-0.0414,0.0527,78.5553,0.0000,21.4447,0.1080,0.1161,0.4008,0.1002,-0.1853,10.5695,0.6607,6.9968,1,7,3,0.0004951000,-1.0000000000,0.1892,1.230000,0.6575,1
BTCUSDT,2026-09-24 08:00:00+00:00,-0.0075,0.0871,8.5598,77.0380,14.4022,1.3260,0.0861,0.3996,0.0086,0.1578,10.5281,0.6607,6.9968,1,8,3,0.0029545800,1.0000000000,1.9595,1.180000,0.7023,0
ETHUSDT,2026-09-24 08:00:00+00:00,-0.0193,0.0665,29.0503,70.9497,0.0000,0.2680,0.1135,0.4306,0.0526,0.4849,11.1680,-0.1165,5.3686,1,8,3,0.0020086800,-1.0000000000,1.1476,1.290000,0.2934,0
ETHUSDT,2026-09-24 09:00:00+00:00,0.1233,0.1424,86.5789,13.4211,0.0000,2.1890,0.1126,0.4293,0.0628,0.3697,11.1487,-0.1165,5.3686,1,9,3,0.0020086800,-1.0000000000,-1.6938,1.330000,0.5644,0
BTCUSDT,2026-09-24 09:00:00+00:00,0.0570,0.0885,64.4595,32.7027,2.8378,1.7220,0.0844,0.3984,0.0170,0.0625,10.5206,0.6607,6.9968,1,9,3,0.0029545800,1.0000000000,-0.5490,1.200000,0.6115,0
ETHUSDT,2026-09-24 10:00:00+00:00,0.0655,0.1265,51.7964,0.5988,47.6048,0.4730,0.1146,0.4280,0.0865,0.4619,11.2720,-0.1165,5.3686,1,10,3,0.0020086800,-1.0000000000,-0.8565,1.360000,0.5743,1
BTCUSDT,2026-09-24 10:00:00+00:00,0.0701,0.1372,51.0508,12.6970,36.2522,0.8920,0.0851,0.3971,0.0085,0.1215,10.5776,0.6607,6.9968,1,10,3,0.0029545800,1.0000000000,-1.6861,1.240000,0.4293,1
ETHUSDT,2026-09-24 11:00:00+00:00,0.1345,0.1810,74.3215,20.6681,5.0104,1.7850,0.1147,0.4267,0.1207,0.4656,11.3375,-0.1165,5.3686,1,11,3,0.0020086800,-1.0000000000,0.2192,1.400000,0.5846,0
BTCUSDT,2026-09-24 11:00:00+00:00,0.0852,0.0857,99.4406,0.4196,0.1399,0.4680,0.0857,0.3959,0.0782,0.1456,10.6477,0.6607,6.9968,1,11,3,0.0029545800,1.0000000000,-0.6631,1.220000,0.5618,0
ETHUSDT,2026-09-24 12:00:00+00:00,-0.1187,0.1508,78.6967,8.5213,12.7820,0.2100,0.1168,0.4254,0.3040,0.5453,11.4720,-0.1165,5.3686,1,12,3,0.0020086800,-1.0000000000,0.6128,1.400000,0.5324,1
BTCUSDT,2026-09-24 12:00:00+00:00,-0.1064,0.1161,91.6409,0.1032,8.2559,0.7720,0.0870,0.3947,0.2048,0.1927,10.7329,0.6607,6.9968,1,12,3,0.0029545800,1.0000000000,-0.0472,1.210000,0.5862,1
BTCUSDT,2026-09-24 13:00:00+00:00,0.0813,0.1022,79.5082,12.1780,8.3138,0.5250,0.0899,0.3937,0.1059,0.0954,10.6265,0.6607,6.9968,1,13,3,0.0029545800,1.0000000000,-0.1059,1.240000,0.6285,1
ETHUSDT,2026-09-24 13:00:00+00:00,0.0993,0.1092,91.0035,8.6505,0.3460,0.3890,0.1202,0.4243,0.2046,0.4200,11.3533,-0.1165,5.3686,1,13,3,0.0020086800,-1.0000000000,-0.1134,1.410000,0.7774,1
BTCUSDT,2026-09-24 14:00:00+00:00,-0.0619,0.1079,57.3157,6.9307,35.7536,1.0470,0.0908,0.3925,0.1302,0.2136,10.7078,0.6607,6.9968,1,14,3,0.0029545800,1.0000000000,-0.3016,1.240000,0.5506,0
ETHUSDT,2026-09-24 14:00:00+00:00,-0.0566,0.1315,43.0199,34.4729,22.5071,0.7400,0.1204,0.4230,0.1806,0.5682,11.4526,-0.1165,5.3686,1,14,3,0.0020086800,-1.0000000000,-0.4586,1.440000,0.5578,0
BTCUSDT,2026-09-24 15:00:00+00:00,0.0068,0.2146,3.1755,2.7298,94.0947,2.6300,0.0857,0.3914,-0.0018,-0.0138,10.6459,0.6607,6.9968,1,15,3,0.0029545800,1.0000000000,-2.0018,1.270000,0.4244,1
ETHUSDT,2026-09-24 15:00:00+00:00,0.1024,0.3211,31.8875,0.0000,68.1125,2.4310,0.1119,0.4218,0.0585,0.2641,11.3960,-0.1165,5.3686,1,15,3,0.0020086800,-1.0000000000,-0.7652,1.430000,0.3761,1
BTCUSDT,2026-09-24 16:00:00+00:00,-0.1148,0.2176,52.7778,6.9717,40.2505,1.3980,0.0853,0.3902,-0.0802,-0.0451,10.6527,-3.2763,-1.7418,1,16,3,-0.0003278600,-1.0000000000,0.7565,1.240000,0.5358,1
ETHUSDT,2026-09-24 16:00:00+00:00,-0.1566,0.3191,49.0654,15.4206,35.5140,1.8130,0.1097,0.4206,0.0264,0.2147,11.4984,-3.8196,-2.9143,1,16,3,0.0041606800,1.0000000000,1.4782,1.400000,0.4879,1
ETHUSDT,2026-09-24 17:00:00+00:00,-0.0480,0.1806,26.5979,0.0000,73.4021,0.8090,0.0924,0.4197,-0.0115,0.3813,11.3418,-3.8196,-2.9143,1,17,3,0.0041606800,1.0000000000,-1.5076,1.370000,0.4820,0
BTCUSDT,2026-09-24 17:00:00+00:00,-0.0607,0.1550,39.1902,0.0000,60.8098,1.3650,0.0694,0.3893,-0.0886,0.1082,10.5379,-3.2763,-1.7418,1,17,3,-0.0003278600,-1.0000000000,-0.1567,1.240000,0.5095,0
ETHUSDT,2026-09-24 18:00:00+00:00,-0.1072,0.1173,91.3738,8.6262,0.0000,0.5180,0.0907,0.4185,-0.1588,0.2156,11.2938,-3.8196,-2.9143,1,18,3,0.0041606800,1.0000000000,-0.7102,1.380000,0.4468,1
BTCUSDT,2026-09-24 18:00:00+00:00,-0.1233,0.1233,100.0000,0.0000,0.0000,0.4160,0.0669,0.3883,-0.2306,-0.0620,10.4772,-3.2763,-1.7418,1,18,3,-0.0003278600,-1.0000000000,-0.7159,1.240000,0.3365,1
ETHUSDT,2026-09-24 19:00:00+00:00,-0.1257,0.1733,72.5322,25.1073,2.3605,1.5720,0.0934,0.4175,-0.2094,0.1324,11.1866,-3.8196,-2.9143,1,19,3,0.0041606800,1.0000000000,-1.1021,1.370000,0.4497,1
BTCUSDT,2026-09-24 19:00:00+00:00,-0.0911,0.1299,70.1003,26.7092,3.1905,0.5020,0.0707,0.3874,-0.2920,-0.1397,10.3539,-3.2763,-1.7418,1,19,3,-0.0003278600,-1.0000000000,0.1242,1.230000,0.5072,0
ETHUSDT,2026-09-24 20:00:00+00:00,-0.1020,0.1707,59.7826,18.9130,21.3043,0.5560,0.0943,0.4169,-0.4375,-0.1039,11.3407,-3.8196,-2.9143,1,20,3,0.0041606800,1.0000000000,0.9221,1.320000,0.2801,0
BTCUSDT,2026-09-24 20:00:00+00:00,-0.0817,0.1069,76.3858,0.0000,23.6142,1.8150,0.0709,0.3872,-0.3899,-0.2991,10.4055,-3.2763,-1.7418,1,20,3,-0.0003278600,-1.0000000000,-0.0846,1.230000,0.4102,1
ETHUSDT,2026-09-24 21:00:00+00:00,0.0450,0.0506,88.9706,11.0294,0.0000,0.2210,0.0926,0.4168,-0.3829,-0.0711,11.3605,-3.8196,-2.9143,1,21,3,0.0041606800,1.0000000000,0.1984,1.320000,0.4579,0
BTCUSDT,2026-09-24 21:00:00+00:00,-0.0206,0.0411,50.1441,49.8559,0.0000,0.1820,0.0714,0.3872,-0.3568,-0.3134,10.3990,-3.2763,-1.7418,1,21,3,-0.0003278600,-1.0000000000,0.2488,1.240000,0.4713,0
